"comp_name","region","country","season_start_year","squad","player_num","player_name","player_position","player_dob","player_age","player_nationality","player_market_value_euro","player_url"
"Premier League","Europe","England",2020,"Sheffield United","3","Enda Stevens","Left-Back",1990-07-09,30,"Ireland",5500000,"https://www.transfermarkt.com/enda-stevens/profil/spieler/85706"
"Premier League","Europe","England",2020,"Sheffield United","13","Max Lowe","Left-Back",1997-05-11,23,"England",3500000,"https://www.transfermarkt.com/max-lowe/profil/spieler/258885"
"Premier League","Europe","England",2020,"Sheffield United","19","Jack Robinson","Left-Back",1993-09-01,27,"England",2e+06,"https://www.transfermarkt.com/jack-robinson/profil/spieler/128909"
"Premier League","Europe","England",2020,"Sheffield United","2","George Baldock","Right-Back",1993-03-09,27,"England",6500000,"https://www.transfermarkt.com/george-baldock/profil/spieler/146690"
"Premier League","Europe","England",2020,"Sheffield United","20","Jayden Bogle","Right-Back",2000-07-27,20,"England",6300000,"https://www.transfermarkt.com/jayden-bogle/profil/spieler/465717"
"Premier League","Europe","England",2020,"Sheffield United","8","Sander Berge","Defensive Midfield",1998-02-14,22,"Norway",1.8e+07,"https://www.transfermarkt.com/sander-berge/profil/spieler/333014"
"Premier League","Europe","England",2020,"Sheffield United","26","Jack Rodwell","Defensive Midfield",1991-03-11,29,"England",1200000,"https://www.transfermarkt.com/jack-rodwell/profil/spieler/57079"
"Premier League","Europe","England",2020,"Sheffield United","4","John Fleck","Central Midfield",1991-08-24,29,"Scotland",8e+06,"https://www.transfermarkt.com/john-fleck/profil/spieler/54383"
"Premier League","Europe","England",2020,"Sheffield United","7","John Lundstram","Central Midfield",1994-02-18,26,"England",8e+06,"https://www.transfermarkt.com/john-lundstram/profil/spieler/156941"
"Premier League","Europe","England",2020,"Sheffield United","16","Oliver Norwood","Central Midfield",1991-04-12,29,"Northern Ireland",7e+06,"https://www.transfermarkt.com/oliver-norwood/profil/spieler/73547"
"Premier League","Europe","England",2020,"Sheffield United","23","Ben Osborn","Left Midfield",1994-08-05,26,"England",2e+06,"https://www.transfermarkt.com/ben-osborn/profil/spieler/218087"
"Premier League","Europe","England",2020,"Sheffield United","14","Oliver Burke","Right Winger",1997-04-07,23,"Scotland",5500000,"https://www.transfermarkt.com/oliver-burke/profil/spieler/341317"
"Premier League","Europe","England",2020,"Sheffield United","9","Oliver McBurnie","Centre-Forward",1996-06-04,24,"Scotland",1.5e+07,"https://www.transfermarkt.com/oliver-mcburnie/profil/spieler/298477"
"Premier League","Europe","England",2020,"Sheffield United","24","Rhian Brewster","Centre-Forward",2000-04-01,20,"England",1.5e+07,"https://www.transfermarkt.com/rhian-brewster/profil/spieler/406560"
"Premier League","Europe","England",2020,"Sheffield United","11","Lys Mousset","Centre-Forward",1996-02-08,25,"France",1.2e+07,"https://www.transfermarkt.com/lys-mousset/profil/spieler/291422"
"Premier League","Europe","England",2020,"Sheffield United","17","David McGoldrick","Centre-Forward",1987-11-29,33,"Ireland",2e+06,"https://www.transfermarkt.com/david-mcgoldrick/profil/spieler/35416"
"Premier League","Europe","England",2020,"Sheffield United","10","Billy Sharp","Centre-Forward",1986-02-05,35,"England",1e+06,"https://www.transfermarkt.com/billy-sharp/profil/spieler/49542"
"Premier League","Europe","England",2020,"Burnley FC","1","Nick Pope","Goalkeeper",1992-04-19,28,"England",1.2e+07,"https://www.transfermarkt.com/nick-pope/profil/spieler/192080"
"Premier League","Europe","England",2020,"Burnley FC","15","Bailey Peacock-Farrell","Goalkeeper",1996-10-29,24,"Northern Ireland",1200000,"https://www.transfermarkt.com/bailey-peacock-farrell/profil/spieler/410436"
"Premier League","Europe","England",2020,"Burnley FC","25","Will Norris","Goalkeeper",1993-08-12,27,"England",250000,"https://www.transfermarkt.com/will-norris/profil/spieler/285033"
"Premier League","Europe","England",2020,"Burnley FC","5","James Tarkowski","Centre-Back",1992-11-19,28,"England",2.8e+07,"https://www.transfermarkt.com/james-tarkowski/profil/spieler/173504"
"Premier League","Europe","England",2020,"Burnley FC","6","Ben Mee","Centre-Back",1989-09-21,31,"England",8e+06,"https://www.transfermarkt.com/ben-mee/profil/spieler/74810"
"Premier League","Europe","England",2020,"Burnley FC","28","Kevin Long","Centre-Back",1990-08-18,30,"Ireland",1600000,"https://www.transfermarkt.com/kevin-long/profil/spieler/111114"
"Premier League","Europe","England",2020,"Burnley FC","34","Jimmy Dunne","Centre-Back",1997-10-19,23,"Ireland",2e+05,"https://www.transfermarkt.com/jimmy-dunne/profil/spieler/396174"
"Premier League","Europe","England",2020,"Burnley FC","31","Richard Nartey","Centre-Back",1998-09-06,22,"England",NA,"https://www.transfermarkt.com/richard-nartey/profil/spieler/396861"
"Premier League","Europe","England",2020,"Burnley FC","3","Charlie Taylor","Left-Back",1993-09-18,27,"England",4e+06,"https://www.transfermarkt.com/charlie-taylor/profil/spieler/195633"
"Premier League","Europe","England",2020,"Burnley FC","23","Erik Pieters","Left-Back",1988-08-07,32,"Netherlands",3e+06,"https://www.transfermarkt.com/erik-pieters/profil/spieler/43763"
"Premier League","Europe","England",2020,"Burnley FC","2","Matthew Lowton","Right-Back",1989-06-09,31,"England",4e+06,"https://www.transfermarkt.com/matthew-lowton/profil/spieler/102258"
"Premier League","Europe","England",2020,"Burnley FC","26","Phil Bardsley","Right-Back",1985-06-28,35,"Scotland",8e+05,"https://www.transfermarkt.com/phil-bardsley/profil/spieler/15773"
"Premier League","Europe","England",2020,"Burnley FC","4","Jack Cork","Defensive Midfield",1989-06-25,31,"England",8e+06,"https://www.transfermarkt.com/jack-cork/profil/spieler/40613"
"Premier League","Europe","England",2020,"Burnley FC","18","Ashley Westwood","Defensive Midfield",1990-04-01,30,"England",5500000,"https://www.transfermarkt.com/ashley-westwood/profil/spieler/91317"
"Premier League","Europe","England",2020,"Burnley FC","8","Josh Brownhill","Central Midfield",1995-12-19,25,"England",5500000,"https://www.transfermarkt.com/josh-brownhill/profil/spieler/293569"
"Premier League","Europe","England",2020,"Burnley FC","16","Dale Stephens","Central Midfield",1989-06-12,31,"England",4800000,"https://www.transfermarkt.com/dale-stephens/profil/spieler/49755"
"Premier League","Europe","England",2020,"Burnley FC","12","Robbie Brady","Left Midfield",1992-01-14,29,"Ireland",4800000,"https://www.transfermarkt.com/robbie-brady/profil/spieler/128229"
"Premier League","Europe","England",2020,"Burnley FC","11","Dwight McNeil","Left Winger",1999-11-22,21,"England",2.5e+07,"https://www.transfermarkt.com/dwight-mcneil/profil/spieler/584769"
"Premier League","Europe","England",2020,"Burnley FC","7","Jóhann Berg Gudmundsson","Right Winger",1990-10-27,30,"Iceland",6500000,"https://www.transfermarkt.com/johann-berg-gudmundsson/profil/spieler/89231"
"Premier League","Europe","England",2020,"Burnley FC","9","Chris Wood","Centre-Forward",1991-12-07,29,"New Zealand",1.2e+07,"https://www.transfermarkt.com/chris-wood/profil/spieler/108725"
"Premier League","Europe","England",2020,"Burnley FC","10","Ashley Barnes","Centre-Forward",1989-10-30,31,"England",6500000,"https://www.transfermarkt.com/ashley-barnes/profil/spieler/63200"
"Premier League","Europe","England",2020,"Burnley FC","19","Jay Rodríguez","Centre-Forward",1989-07-29,31,"England",6e+06,"https://www.transfermarkt.com/jay-rodriguez/profil/spieler/53360"
"Premier League","Europe","England",2020,"Burnley FC","27","Matej Vydra","Centre-Forward",1992-05-01,28,"Czech Republic",4e+06,"https://www.transfermarkt.com/matej-vydra/profil/spieler/101500"
"Premier League","Europe","England",2020,"West Bromwich Albion","1","Sam Johnstone","Goalkeeper",1993-03-25,27,"England",6500000,"https://www.transfermarkt.com/sam-johnstone/profil/spieler/110864"
"Premier League","Europe","England",2020,"West Bromwich Albion","25","David Button","Goalkeeper",1989-02-27,31,"England",1200000,"https://www.transfermarkt.com/david-button/profil/spieler/61814"
"Premier League","Europe","England",2020,"West Bromwich Albion","31","Andy Lonergan","Goalkeeper",1983-10-19,37,"England",250000,"https://www.transfermarkt.com/andy-lonergan/profil/spieler/14044"
"Premier League","Europe","England",2020,"West Bromwich Albion","6","Semi Ajayi","Centre-Back",1993-11-09,27,"Nigeria",5e+06,"https://www.transfermarkt.com/semi-ajayi/profil/spieler/251912"
"Premier League","Europe","England",2020,"West Bromwich Albion","5","Kyle Bartley","Centre-Back",1991-05-22,29,"England",2800000,"https://www.transfermarkt.com/kyle-bartley/profil/spieler/67421"
"Premier League","Europe","England",2020,"West Bromwich Albion","27","Dara O'Shea","Centre-Back",1999-03-04,21,"Ireland",2500000,"https://www.transfermarkt.com/dara-oshea/profil/spieler/401320"
"Premier League","Europe","England",2020,"West Bromwich Albion","20","Branislav Ivanovic","Centre-Back",1984-02-22,36,"Serbia",1e+06,"https://www.transfermarkt.com/branislav-ivanovic/profil/spieler/36827"
"Premier League","Europe","England",2020,"West Bromwich Albion","3","Kieran Gibbs","Left-Back",1989-09-26,31,"England",3200000,"https://www.transfermarkt.com/kieran-gibbs/profil/spieler/44792"
"Premier League","Europe","England",2020,"West Bromwich Albion","14","Conor Townsend","Left-Back",1993-03-04,27,"England",8e+05,"https://www.transfermarkt.com/conor-townsend/profil/spieler/146509"
"Premier League","Europe","England",2020,"West Bromwich Albion","2","Darnell Furlong","Right-Back",1995-10-31,25,"England",3200000,"https://www.transfermarkt.com/darnell-furlong/profil/spieler/351755"
"Premier League","Europe","England",2020,"West Bromwich Albion","22","Lee Peltier","Right-Back",1986-12-11,34,"England",8e+05,"https://www.transfermarkt.com/lee-peltier/profil/spieler/38094"
"Premier League","Europe","England",2020,"West Bromwich Albion","8","Jake Livermore","Defensive Midfield",1989-11-14,31,"England",5500000,"https://www.transfermarkt.com/jake-livermore/profil/spieler/61832"
"Premier League","Europe","England",2020,"West Bromwich Albion","35","Okay Yokuslu","Defensive Midfield",1994-03-09,26,"Turkey",4e+06,"https://www.transfermarkt.com/okay-yokuslu/profil/spieler/137616"
"Premier League","Europe","England",2020,"West Bromwich Albion","18","Conor Gallagher","Central Midfield",2000-02-06,21,"England",1e+07,"https://www.transfermarkt.com/conor-gallagher/profil/spieler/488362"
"Premier League","Europe","England",2020,"West Bromwich Albion","19","Romaine Sawyers","Central Midfield",1991-11-02,29,"St. Kitts & Nevis",3200000,"https://www.transfermarkt.com/romaine-sawyers/profil/spieler/113036"
"Premier League","Europe","England",2020,"West Bromwich Albion","30","Ainsley Maitland-Niles","Right Midfield",1997-08-29,23,"England",1.8e+07,"https://www.transfermarkt.com/ainsley-maitland-niles/profil/spieler/285845"
"Premier League","Europe","England",2020,"West Bromwich Albion","21","Kyle Edwards","Left Midfield",1998-02-17,22,"England",1300000,"https://www.transfermarkt.com/kyle-edwards/profil/spieler/314366"
"Premier League","Europe","England",2020,"West Bromwich Albion","11","Grady Diangana","Left Winger",1998-04-19,22,"England",1.2e+07,"https://www.transfermarkt.com/grady-diangana/profil/spieler/342048"
"Premier League","Europe","England",2020,"West Bromwich Albion","13","Kamil Grosicki","Left Winger",1988-06-08,32,"Poland",1500000,"https://www.transfermarkt.com/kamil-grosicki/profil/spieler/37920"
"Premier League","Europe","England",2020,"West Bromwich Albion","12","Matheus Pereira","Right Winger",1996-05-05,24,"Brazil",1.3e+07,"https://www.transfermarkt.com/matheus-pereira/profil/spieler/225984"
"Premier League","Europe","England",2020,"West Bromwich Albion","10","Matt Phillips","Right Winger",1991-03-13,29,"Scotland",5500000,"https://www.transfermarkt.com/matt-phillips/profil/spieler/77274"
"Premier League","Europe","England",2020,"West Bromwich Albion","23","Robert Snodgrass","Right Winger",1987-09-07,33,"Scotland",4e+06,"https://www.transfermarkt.com/robert-snodgrass/profil/spieler/22614"
"Premier League","Europe","England",2020,"West Bromwich Albion","29","Karlan Grant","Centre-Forward",1997-09-18,23,"England",1e+07,"https://www.transfermarkt.com/karlan-grant/profil/spieler/314183"
"Premier League","Europe","England",2020,"West Bromwich Albion","7","Callum Robinson","Centre-Forward",1995-02-02,26,"Ireland",8e+06,"https://www.transfermarkt.com/callum-robinson/profil/spieler/183299"
"Premier League","Europe","England",2020,"West Bromwich Albion","9","Kenneth Zohore","Centre-Forward",1994-01-31,27,"Denmark",3500000,"https://www.transfermarkt.com/kenneth-zohore/profil/spieler/135213"
"Premier League","Europe","England",2020,"West Bromwich Albion","17","Mbaye Diagne","Centre-Forward",1991-10-28,29,"Senegal",3200000,"https://www.transfermarkt.com/mbaye-diagne/profil/spieler/271966"
"Premier League","Europe","England",2020,"West Bromwich Albion","4","Hal Robson-Kanu","Centre-Forward",1989-05-21,31,"Wales",2400000,"https://www.transfermarkt.com/hal-robson-kanu/profil/spieler/65976"
